origin,host_class,host_order,host_family,host_genus,host_species,virus_genus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,Orthobunyavirus
HP3,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Zygodontomys,Zygodontomys brevicauda,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,Orthobunyavirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Dasymys,Dasymys incomtus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus validus,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Lemniscomys,Lemniscomys striatus,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys flavopunctatus,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys sikapusi,Orthobunyavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sinica,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rutilus,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Otomys,Otomys tropicalis,Orthobunyavirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gossypinus,Orthobunyavirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus aquaticus,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,Orthobunyavirus
HP3,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,Orthobunyavirus
HP3,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,Orthobunyavirus
HP3,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,Orthobunyavirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius,Orthobunyavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus timidus,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus arvalis,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus gregalis,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus oeconomus,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis keenii,Orthobunyavirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis septentrionalis,Orthobunyavirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis dalli,Orthobunyavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Orthobunyavirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus floridanus,Orthobunyavirus
HP3,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,Orthobunyavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Orthobunyavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,Orthobunyavirus
HP3,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Hylaeamys,Oryzomys megacephalus,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,Orthobunyavirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys semispinosus,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Orthobunyavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus molossus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Molossidae,Tadarida,Chaerephon plicatus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous perforatus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous theobaldi,Orthobunyavirus
HP3,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon macrourus,Orthobunyavirus
HP3,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles nasuta,Orthobunyavirus
HP3,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Orthobunyavirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus tridactylus,Orthobunyavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,Orthobunyavirus
HP3,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus spinatus,Orthobunyavirus
HP3,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys mexicanus,Orthobunyavirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Philander,Philander opossum,Orthobunyavirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Orthobunyavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Orthobunyavirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,Orthobunyavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus labiatus,Orthobunyavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops franqueti,Orthobunyavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,Orthobunyavirus
HP3,Mammalia,Rodentia,Echimyidae,Trinomys,Trinomys iheringi,Orthobunyavirus
HP3,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus parryii,Orthohepadnavirus
HP3,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus beecheyi,Orthohepadnavirus
HP3,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus richardsonii,Orthohepadnavirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Orthohepadnavirus
HP3,Mammalia,Primates,Hylobatidae,Hylobates,Hylobates lar,Orthohepadnavirus
HP3,Mammalia,Primates,Hylobatidae,Hylobates,Hylobates moloch,Orthohepadnavirus
HP3,Mammalia,Primates,Hylobatidae,Hylobates,Hylobates pileatus,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Orthohepadnavirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,Orthohepadnavirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,Orthohepadnavirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Orthohepadnavirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,Orthohepadnavirus
HP3,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Orthopoxvirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola scherman,Orthopoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Orthopoxvirus
HP3,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Meriones,Meriones libycus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus oeconomus,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rufocanus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rutilus,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Rhombomys,Rhombomys opimus,Orthopoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Spermophilus,Spermophilus fulvus,Orthopoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,Orthopoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus petaurista,Orthopoxvirus
HP3,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys emini,Orthopoxvirus
HP3,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,Orthopoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus,Orthopoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Funisciurus,Funisciurus anerythrus,Orthopoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Funisciurus,Funisciurus congicus,Orthopoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Heliosciurus,Heliosciurus rufobrachium,Orthopoxvirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,Orthopoxvirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Orthopoxvirus
HP3,Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus kempii,Orthopoxvirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Orthopoxvirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Orthopoxvirus
HP3,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys flavescens,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Sooretamys,Oryzomys angouya,Orthopoxvirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus californicus,Orthopoxvirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus truei,Orthopoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio cynocephalus,Orthoreovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Orthoreovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,Orthoreovirus
HP3,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus poliocephalus,Orthoreovirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Orthoreovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Parapoxvirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Parapoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Parapoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovibos,Ovibos moschatus,Parapoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Parapoxvirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Parapoxvirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Parapoxvirus
HP3,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,Parapoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Parapoxvirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,Parapoxvirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Parechovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,Parechovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Parechovirus
HP3,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus lemmus,Parechovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Parechovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Parechovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes gapperi,Parechovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Parechovirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,Parechovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica,Pestivirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,Pestivirus
HP3,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bonasus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Capricornis,Capricornis crispus,Pestivirus
HP3,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus nippon,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,Pestivirus
HP3,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus equinus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Pestivirus
HP3,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Oreamnos,Oreamnos americanus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx gazella,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx leucoryx,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Pudu,Pudu puda,Pestivirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Redunca,Redunca arundinum,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus eurycerus,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Taurotragus oryx,Pestivirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,Pestivirus
HP3,Mammalia,Artiodactyla,Tragulidae,Tragulus,Tragulus javanicus,Pestivirus
HP3,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna vicugna,Pestivirus
HP3,Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Gerbilliscus,Gerbilliscus kempii,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Otomys,Otomys tropicalis,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Pelomys,Pelomys isseli,Phlebovirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,Phlebovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Phlebovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Phlebovirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Micaelamys,Micaelamys namaquensis,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Phlebovirus
HP3,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Phlebovirus
HP3,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,Phlebovirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops franqueti,Phlebovirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,Glauconycteris argentata,Phlebovirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros abae,Phlebovirus
HP3,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros caffer,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Mastomys,Mastomys erythroleucus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Mastomys,Mastomys huberti,Phlebovirus
HP3,Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus pusillus,Phlebovirus
HP3,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Phlebovirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Meriones,Meriones hurrianae,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Tatera,Tatera indica,Phlebovirus
HP3,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,Phlebovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Phlebovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Phlebovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Phlebovirus
HP3,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex araneus,Phlebovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Picobirnavirus
HP3,Mammalia,Cingulata,Dasypodidae,Chaetophractus,Chaetophractus vellerosus,Picobirnavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Picobirnavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Picobirnavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Picobirnavirus
HP3,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,Picobirnavirus
HP3,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,Picobirnavirus
HP3,Mammalia,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,Picobirnavirus
HP3,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Picobirnavirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,Picobirnavirus
HP3,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Picobirnavirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Picobirnavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Picobirnavirus
HP3,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,Pipapillomavirus
HP3,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana,Respirovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Respirovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Respirovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Respirovirus
HP3,Mammalia,Artiodactyla,Cervidae,Ozotoceros,Ozotoceros bezoarticus,Respirovirus
HP3,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna vicugna,Respirovirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Respirovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Respirovirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,Respirovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio cynocephalus,Respirovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Respirovirus
HP3,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Respirovirus
HP3,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,Respirovirus
HP3,Mammalia,Rodentia,Cricetidae,Cricetus,Cricetus cricetus,Respirovirus
HP3,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,Respirovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Respirovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Respirovirus
HP3,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes,Respirovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Respirovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Respirovirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Respirovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Respirovirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Respirovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx beisa,Rhadinovirus
HP3,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,Rhadinovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Rhadinovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Rhadinovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus equinus,Rhadinovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Rhadinovirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota monax,Rhadinovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,Rhadinovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Rhadinovirus
HP3,Mammalia,Rodentia,Muridae,Bandicota,Bandicota indica,Rhadinovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Rhadinovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Rhadinovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus tiomanicus,Rhadinovirus
HP3,Mammalia,Carnivora,Mustelidae,Martes,Martes pennanti,Rhadinovirus
HP3,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,Rhadinovirus
